SMILES,LogS
Clc1ccc(-c2nnc(CNC3CC3)o2)cc1,-2.909988975992853
CC(C)c1nc2ccc(-c3ccc(F)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,-3.2700257143004445
N#CCNC(=O)[C@@H]1CCCC[C@H]1C(=O)N1CCc2ccccc2C1,-3.439973751087108
O=c1[nH]c2cc(Cl)ccc2c(O)c1-c1cccc(Oc2ccccc2)c1,-5.6020599913279625
Cc1ccnc(NC(c2ccccn2)c2c(C)[nH]c3ccccc23)c1,-5.853871964321762
COc1ccc(Nc2ncnc3cccc(OC4CCN(C)CC4)c23)cc1Cl,-4.059981844992337
COC(=O)COc1ccc(C(=O)Nc2ccc(F)cc2)cn1,-4.259637310505756
NC1(C(=O)NC(CCCN2CCOCC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,-2.850011543508524
O=C(Nc1nnc(C(=O)Nc2ccc(N3CCOCC3)cc2)o1)c1ccc(Cl)cc1,-4.769551078621726
Cc1cccc(Nc2nnc(C(=O)Nc3ccc(N4CCOCC4)nc3)o2)c1,-5.318758762624412
COc1ccc2nccc(Oc3ccc(CC(=O)Nc4noc(C)c4C)c(OC)c3)c2c1,-5.853871964321762
CSCc1cc(N2CCOCC2)nc(-c2ccccc2)n1,-4.259637310505756
COc1cc2cc(O)nc(C)c2cc1OC,-3.6800615600196913
CC1(C)C=Cc2c(O)nc3ccccc3c2O1,-4.170053304058364
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OCCCN1CCOCC1,-4.100179497572904
NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,-5.327902142064283
COc1cc2ncnc(Nc3cnn(CC(=O)Nc4cccc(F)c4)c3)c2cc1OC,-5.698970004336019
O=c1cc(-c2cccnc2)[nH]c2cc(C(O)c3ccccc3)ccc12,-3.540004743952609
CCN(C(=O)Cc1ccc(S(N)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,-4.050122295963125
COc1cccc(CNC(=O)c2ccc(Oc3ccc(C)cc3)cc2)c1,-5.327902142064283
N=C(N)Nc1nc(-c2cccc(O)c2)cs1,-4.100179497572904
NC(=O)c1ccn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc2c1,-3.9500071430798576
COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,-5.522878745280337
Nc1ccccc1NC(=O)c1ccc(-c2nccs2)cc1,-4.4698003017969175
CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,-6.154901959985743
COc1cccc(NC(=O)Cc2ccc(Oc3ncnc4cc(OC)c(OC)cc34)cc2)c1,-5.698970004336019
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)N2CCN(c3cccc(F)c3)CC2)CC1,-3.8401321529074335
C[C@@H]1CN(C(=O)OC(C)(C)C)CCN1c1ncc(OCc2ccc(C#N)cc2)cn1,-5.468521082957745
COc1ccc(Nc2cc(Oc3cc(C)c(C)nc3-c3ccccn3)ccn2)cc1,-5.886056647693163
CN(C)C(=O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc2cc(Br)ccc2[nH]1,-4.5003129173815966
OC1(c2ccc(Cl)cc2)CCN(Cc2c[nH]c3ccccc23)CC1,-3.250031916490597
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2cccc(C#N)c2)cc1,-6.698970004336019
CCN1N=C(c2ccccc2)Cn2c1nc1ccccc12,-5.161150909262744
O=C(Nc1ccc(Cl)c(Cl)c1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1,-3.540004743952609
Cc1ncc(-c2ccnc(Nc3ccc(N(C)C)cc3)n2)n1C(C)C,-4.0
CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(N)nn3c2)c1,-4.199970640755866
COc1cnc(-c2cccc(F)c2C(F)(F)CNC(=O)c2ccc(COCC(F)(F)F)nc2)cn1,-4.229884705212898
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3ccccc3C(F)(F)F)sc21,-3.2600323032404908
CC(C)n1c2ccccc2c2c(F)c(NC(=O)N3CCOCC3)c(F)cc21,-5.337242168318426
c1csc(-c2n[nH]c3c2Cc2ccccc2-3)c1,-6.221848749616356
CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,-6.301029995663981
O=C(O)CN1C(=O)C(NC(=O)c2cc3sc(Cl)c(Cl)c3[nH]2)Cc2ccccc21,-3.230032198670558
Oc1ncnc2scc(-c3ccsc3)c12,-3.750068243365805
CC(CCc1cccc(OCc2ccc3ccccc3n2)c1)CC(=O)O,-3.6399749108106025
O=C1NC(=O)C2(CCc3ccccc3C2)N1,-3.6499459064209696
Cc1c(Cc2ccc3ccccc3n2)c2cc(F)ccc2n1CC(=O)O,-3.9500071430798576
CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)c1cc2cc(F)ccc2[nH]1,-5.443697499232712
O=[N+]([O-])c1ccc(CCl)cc1,-3.2999889376778877
Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12,-4.279840696594043
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)c(=O)[nH]c12,-4.209714835966758
COCCOc1cc2nccc(Nc3ccc(Cl)cc3F)c2cc1OC,-4.4698003017969175
O=C(Nc1nc[nH]n1)c1cccc(F)c1,-3.819874124835946
CC(C)C(NC(=O)c1cnoc1C(C)(C)C)C(=O)c1ccc(C#N)cc1,-4.698970004336019
CCOc1ccc2ccc(=O)oc2c1,-3.0
C[C@H](Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)N(C)C,-5.5376020021010435
Cc1c(NC(=O)OC[C@@H]2COCCN2)cn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,-5.769551078621726
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC[C@H]1C(N)=O,-3.5900668766687054
O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1cc(=O)[nH]c2ccccc12,-4.801342913045577
CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,-4.560667306169737
O=C(Nc1ccc(N2CCOCC2)nc1)c1nnc(Nc2cccc(OCc3cccnc3)c2)o1,-5.337242168318426
COc1ccc(CNC(=O)c2ccc(Oc3ccc(C#C[C@]4(O)CN5CCC4CC5)cc3)cc2)nc1,-3.4600461583436033
CNC(=O)CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21,-5.267606240177032
CN(C(=O)Cc1ccc(S(=O)(=O)N(C)C)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,-3.3099812192113047
Cc1ncc(-c2ccnc(Nc3ccc(C(=O)NC4CC4)cc3)n2)n1C(C)C,-4.149966742310231
CC(c1cc2ccccc2s1)N(O)C(N)=O,-3.3600157519584113
Cc1cc(NC(=O)Nc2cccc(-c3ncn(C)c3-c3cc4c(N)ncnc4s3)c2)on1,-5.142667503568732
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,-4.300162274132754
COc1ccc(Cl)c(Nc2ncnc3cc(OCCCN4CCN(C(C)=O)CC4)cc(OC(C)C)c23)n1,-4.300162274132754
CC(C)Oc1cc(OCCC2CCCC2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,-5.552841968657781
CCc1cc(Nc2nc(NCc3cc(-c4ccccn4)no3)ncc2Br)n[nH]1,-5.42021640338319
Cc1cc(C)cc(-c2[nH]c3sc(C(C)(C)C(=O)N4C5CCC4CC5)cc3c2CCN2CCC(N3CCOCC3)CC2)c1,-5.142667503568732
